model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 A5,2017,21595.0,Automatic,31777.0,Diesel,30.0,65.7,2.0
 A6,2019,27795.0,Automatic,1282.0,Diesel,145.0,47.9,2.0
 A6,2019,29995.0,Automatic,4985.0,Diesel,145.0,50.4,2.0
 Q3,2018,19991.0,Semi-Auto,20555.0,Petrol,145.0,47.9,1.4
 A1,2017,19991.0,Manual,24001.0,Diesel,145.0,76.3,1.6
 Q2,2020,25990.0,Manual,4432.0,Petrol,150.0,43.5,1.5
 A4,2019,43990.0,Semi-Auto,5505.0,Diesel,150.0,40.4,3.0
 A1,2020,25491.0,Semi-Auto,5432.0,Petrol,150.0,44.8,1.5
 TT,2020,29000.0,Semi-Auto,2301.0,Petrol,150.0,40.9,2.0
 Q2,2019,19751.0,Manual,5249.0,Diesel,145.0,49.6,1.6
 Q2,2019,23756.0,Semi-Auto,2493.0,Diesel,145.0,47.9,2.0
 Q2,2019,22444.0,Manual,4691.0,Diesel,145.0,47.9,1.6
 A3,2019,24990.0,Semi-Auto,5432.0,Petrol,145.0,44.1,1.5
 Q2,2019,26444.0,Semi-Auto,4077.0,Petrol,145.0,42.2,1.5
 Q2,2019,23751.0,Manual,3786.0,Petrol,145.0,43.5,1.5
 Q2,2019,25888.0,Automatic,4444.0,Petrol,145.0,42.2,1.5
 Q3,2019,37888.0,Automatic,4432.0,Petrol,145.0,30.7,2.0
 Q3,2019,35896.0,Semi-Auto,4444.0,Petrol,145.0,30.7,2.0
 A4,2019,39996.0,Automatic,12335.0,Diesel,145.0,40.4,3.0
 Q3,2017,22491.0,Semi-Auto,18008.0,Petrol,150.0,42.2,2.0
 A6,2019,38444.0,Semi-Auto,5432.0,Petrol,150.0,34.0,2.0
 Q8,2018,49991.0,Semi-Auto,12332.0,Diesel,150.0,33.6,3.0
 A4,2016,12498.0,Manual,78269.0,Diesel,0.0,74.3,2.0
 A5,2016,17698.0,Manual,54770.0,Diesel,145.0,56.5,2.0
 A5,2017,20498.0,Manual,36396.0,Diesel,145.0,65.7,2.0
 Q2,2017,17991.0,Manual,16202.0,Petrol,150.0,52.3,1.4
 Q7,2019,45251.0,Semi-Auto,17003.0,Diesel,150.0,32.8,3.0
 A5,2019,34444.0,Semi-Auto,5432.0,Petrol,150.0,36.7,2.0
 A1,2019,23444.0,Semi-Auto,5432.0,Petrol,145.0,44.8,1.0
 Q3,2019,26990.0,Manual,1496.0,Diesel,145.0,42.8,2.0
 A3,2015,16396.0,Semi-Auto,23768.0,Diesel,125.0,57.6,2.0
 A3,2019,23888.0,Automatic,4444.0,Petrol,145.0,44.1,1.5
 Q8,2019,56996.0,Automatic,8787.0,Diesel,145.0,32.8,3.0
 A5,2019,32444.0,Automatic,5432.0,Diesel,145.0,45.6,2.0
 Q3,2019,32888.0,Automatic,4432.0,Petrol,145.0,31.4,2.0
 A3,2019,23888.0,Manual,4321.0,Petrol,145.0,44.1,1.5
 Q3,2016,18946.0,Semi-Auto,33072.0,Diesel,160.0,50.4,2.0
 Q3,2017,16856.0,Manual,27339.0,Petrol,125.0,51.4,1.4
 A1,2018,12996.0,Manual,18876.0,Petrol,145.0,55.4,1.4
 A4,2016,15256.0,Manual,25214.0,Diesel,0.0,74.3,2.0
 Q2,2019,24496.0,Semi-Auto,3402.0,Petrol,145.0,40.9,1.5
 Q3,2017,18696.0,Manual,23008.0,Diesel,145.0,56.5,2.0
 A5,2016,21498.0,Semi-Auto,34051.0,Diesel,200.0,44.8,3.0
 Q3,2015,15998.0,Semi-Auto,51336.0,Diesel,160.0,50.4,2.0
 Q5,2013,21998.0,Semi-Auto,48282.0,Diesel,260.0,41.5,3.0
 A6,2015,18998.0,Semi-Auto,44000.0,Diesel,145.0,54.3,3.0
 A6,2018,28498.0,Semi-Auto,8602.0,Diesel,145.0,50.4,2.0
 A6,2015,12498.0,Semi-Auto,74644.0,Diesel,20.0,61.4,2.0
 A5,2016,17998.0,Manual,49936.0,Diesel,145.0,56.5,2.0
 A3,2016,14498.0,Manual,30895.0,Petrol,125.0,52.3,1.4
 A6,2016,15498.0,Semi-Auto,63000.0,Diesel,125.0,56.5,3.0
 A3,2020,34991.0,Semi-Auto,4432.0,Petrol,150.0,34.5,2.0
 A3,2019,17756.0,Semi-Auto,5432.0,Diesel,145.0,54.3,1.6
 Q2,2019,19991.0,Manual,4538.0,Petrol,145.0,47.1,1.0
 A3,2019,18696.0,Manual,4567.0,Petrol,145.0,44.8,1.5
 A3,2019,23256.0,Semi-Auto,3434.0,Diesel,145.0,51.4,2.0
 Q2,2019,26888.0,Automatic,2197.0,Diesel,145.0,47.9,2.0
 Q2,2019,20251.0,Manual,985.0,Diesel,145.0,49.6,1.6
 A4,2019,27444.0,Automatic,6458.0,Diesel,145.0,47.1,2.0
 Q5,2019,44990.0,Automatic,6565.0,Hybrid,135.0,117.7,2.0
 A1,2019,22444.0,Manual,5432.0,Petrol,145.0,47.9,1.0
 A1,2019,21251.0,Manual,5432.0,Petrol,145.0,47.9,1.0
 Q8,2020,84496.0,Automatic,3522.0,Diesel,145.0,30.7,4.0
 Q2,2020,24444.0,Manual,4432.0,Petrol,145.0,43.5,1.5
 Q5,2020,53990.0,Semi-Auto,4433.0,Diesel,145.0,34.5,3.0
 Q3,2020,32881.0,Semi-Auto,4432.0,Petrol,145.0,39.2,1.5
 A1,2020,25491.0,Semi-Auto,5432.0,Petrol,145.0,44.8,1.5
 A3,2020,35991.0,Semi-Auto,4433.0,Petrol,145.0,34.9,2.0
 A7,2019,49496.0,Semi-Auto,2055.0,Diesel,150.0,35.8,3.0
 A3,2016,16491.0,Manual,24950.0,Petrol,30.0,58.9,1.4
 A1,2015,12698.0,Manual,28456.0,Petrol,30.0,55.4,1.4
 Q5,2014,15998.0,Semi-Auto,25242.0,Diesel,200.0,47.1,2.0
 A4,2017,12998.0,Semi-Auto,74796.0,Diesel,20.0,72.4,2.0
 A4,2016,13698.0,Manual,29398.0,Petrol,145.0,51.4,1.4
 A3,2017,16998.0,Semi-Auto,53283.0,Petrol,30.0,56.5,1.4
 A6,2015,15998.0,Semi-Auto,71030.0,Diesel,30.0,64.2,2.0
 A5,2016,18998.0,Manual,41727.0,Diesel,160.0,53.3,2.0
 Q3,2014,15698.0,Manual,26728.0,Diesel,160.0,50.4,2.0
 Q2,2019,19991.0,Manual,3358.0,Petrol,145.0,47.1,1.0
 Q3,2020,32444.0,Semi-Auto,4432.0,Petrol,145.0,31.4,2.0
 Q5,2019,35496.0,Automatic,4567.0,Diesel,145.0,38.2,2.0
 Q5,2019,31496.0,Automatic,4567.0,Diesel,145.0,38.2,2.0
 A4,2017,24896.0,Semi-Auto,21976.0,Petrol,145.0,44.1,2.0
 Q3,2017,19596.0,Manual,21201.0,Petrol,145.0,49.6,1.4
 Q3,2019,33888.0,Automatic,2590.0,Petrol,145.0,31.4,2.0
 Q2,2019,23756.0,Manual,4321.0,Petrol,145.0,43.5,1.5
 Q3,2019,32500.0,Semi-Auto,4444.0,Diesel,145.0,38.7,2.0
 A4,2019,25999.0,Automatic,5432.0,Diesel,145.0,50.4,2.0
 Q3,2019,32500.0,Automatic,4432.0,Petrol,145.0,31.4,2.0
 Q5,2019,38000.0,Semi-Auto,4433.0,Petrol,145.0,32.1,2.0
 A4,2019,46888.0,Automatic,3988.0,Diesel,145.0,39.2,3.0
 A6,2019,29896.0,Semi-Auto,3411.0,Diesel,145.0,47.9,2.0
 Q2,2020,24444.0,Manual,4432.0,Petrol,145.0,43.5,1.5
 Q5,2020,37888.0,Semi-Auto,4343.0,Petrol,145.0,32.1,2.0
 Q3,2020,32444.0,Semi-Auto,1445.0,Petrol,145.0,31.4,2.0
 Q5,2016,20256.0,Manual,33423.0,Diesel,200.0,47.9,2.0
 A1,2016,12996.0,Manual,15121.0,Petrol,30.0,56.5,1.4
 A1,2016,10996.0,Manual,25783.0,Petrol,30.0,57.6,1.4
 Q3,2017,19656.0,Manual,20355.0,Petrol,145.0,49.6,1.4
 A5,2020,28991.0,Semi-Auto,5432.0,Diesel,145.0,51.4,2.0
 Q3,2020,33491.0,Semi-Auto,4444.0,Petrol,145.0,39.2,1.5
 Q3,2020,32881.0,Semi-Auto,4432.0,Petrol,145.0,39.2,1.5
 Q3,2020,33881.0,Semi-Auto,4432.0,Petrol,145.0,31.4,2.0
 A4,2020,30990.0,Semi-Auto,4454.0,Petrol,145.0,38.2,2.0
 Q2,2017,16496.0,Automatic,35554.0,Diesel,145.0,68.9,1.6
 Q2,2019,19991.0,Manual,6190.0,Petrol,145.0,47.1,1.0
 A4,2015,13351.0,Manual,39652.0,Diesel,0.0,74.3,2.0
 A1,2017,14491.0,Manual,13253.0,Petrol,150.0,55.4,1.4
 A3,2016,14991.0,Manual,25556.0,Petrol,20.0,60.1,1.4
 Q3,2019,29991.0,Manual,1676.0,Petrol,150.0,40.9,1.5
 Q3,2017,17991.0,Manual,18909.0,Petrol,150.0,51.4,1.4
 TT,2020,36991.0,Semi-Auto,4433.0,Petrol,150.0,35.3,2.0
 Q3,2020,33491.0,Semi-Auto,4432.0,Petrol,150.0,39.2,1.5
 A3,2016,11896.0,Semi-Auto,36329.0,Petrol,30.0,58.9,1.4
 A1,2017,12990.0,Manual,24435.0,Petrol,145.0,55.4,1.4
 Q2,2019,22896.0,Semi-Auto,2243.0,Petrol,145.0,40.9,1.5
 A1,2019,18990.0,Automatic,4445.0,Petrol,145.0,46.3,1.0
 Q3,2020,32444.0,Semi-Auto,4432.0,Petrol,145.0,31.4,2.0
 Q8,2019,63796.0,Automatic,6878.0,Diesel,145.0,32.8,3.0
 Q2,2019,24756.0,Manual,4512.0,Petrol,145.0,39.2,1.5
 Q5,2013,15896.0,Manual,57387.0,Petrol,235.0,37.7,2.0
 A3,2017,12500.0,Manual,42779.0,Petrol,145.0,62.8,1.0
 A4,2017,14650.0,Manual,40583.0,Petrol,145.0,51.4,1.4
 A6,2015,17996.0,Semi-Auto,48175.0,Diesel,125.0,57.6,3.0
 Q2,2019,18896.0,Manual,5988.0,Diesel,145.0,49.6,1.6
 Q3,2019,31996.0,Semi-Auto,1500.0,Petrol,145.0,31.4,2.0
 A4,2017,17591.0,Manual,26455.0,Diesel,30.0,67.3,2.0
 Q3,2015,18781.0,Semi-Auto,24621.0,Diesel,145.0,54.3,2.0
 A3,2019,20991.0,Semi-Auto,15147.0,Petrol,145.0,42.2,1.5
 A5,2019,34256.0,Automatic,10897.0,Diesel,145.0,47.9,2.0
 Q3,2019,30491.0,Manual,4444.0,Petrol,145.0,40.9,1.5
 RS4,2019,56991.0,Semi-Auto,4761.0,Petrol,145.0,29.1,2.9
 A1,2019,20444.0,Manual,4321.0,Petrol,145.0,47.9,1.0
 A1,2019,20444.0,Manual,3863.0,Petrol,145.0,47.9,1.0
 Q3,2019,27990.0,Manual,6778.0,Diesel,145.0,42.8,2.0
 Q2,2019,19991.0,Manual,6155.0,Petrol,145.0,47.1,1.0
 Q2,2019,19991.0,Manual,6665.0,Petrol,145.0,47.1,1.0
 A3,2016,17996.0,Manual,14514.0,Petrol,30.0,60.1,1.4
 Q3,2017,19956.0,Semi-Auto,38150.0,Petrol,200.0,42.2,2.0
 A3,2020,27881.0,Semi-Auto,5432.0,Petrol,145.0,44.1,1.5
 A1,2020,22990.0,Semi-Auto,5432.0,Petrol,145.0,44.8,1.5
 A6,2017,18296.0,Semi-Auto,47112.0,Diesel,145.0,64.2,2.0
 Q7,2019,52496.0,Automatic,1968.0,Diesel,145.0,33.2,3.0
 A1,2019,19751.0,Manual,3632.0,Petrol,145.0,47.9,1.0
 A4,2016,15556.0,Semi-Auto,25540.0,Petrol,30.0,55.4,2.0
 Q7,2016,42996.0,Semi-Auto,44071.0,Diesel,300.0,39.2,4.0
 A5,2019,25419.0,Automatic,14713.0,Petrol,145.0,39.8,2.0
 A4,2016,15596.0,Manual,16666.0,Diesel,0.0,74.3,2.0
 A3,2019,20996.0,Semi-Auto,12914.0,Petrol,145.0,42.2,1.5
 A4,2017,29996.0,Automatic,11119.0,Petrol,145.0,37.7,3.0
 A1,2019,19996.0,Automatic,6327.0,Petrol,145.0,47.1,1.0
 Q7,2018,59996.0,Automatic,15524.0,Diesel,145.0,37.2,4.0
 Q5,2019,34596.0,Semi-Auto,8442.0,Diesel,145.0,38.2,2.0
 Q5,2019,34596.0,Semi-Auto,5446.0,Diesel,145.0,38.2,2.0
 Q7,2016,29498.0,Semi-Auto,36816.0,Diesel,160.0,48.7,3.0
 Q5,2019,32998.0,Automatic,2025.0,Petrol,145.0,33.2,2.0
 Q5,2019,29996.0,Semi-Auto,3540.0,Diesel,145.0,39.2,2.0
 Q5,2019,34496.0,Semi-Auto,4430.0,Diesel,145.0,38.2,2.0
 A3,2019,21496.0,Semi-Auto,2152.0,Diesel,145.0,52.3,1.6
 A1,2019,19222.0,Manual,3556.0,Petrol,145.0,50.4,1.0
 A1,2015,11256.0,Manual,18970.0,Petrol,0.0,67.3,1.0
 A4,2019,19496.0,Manual,21275.0,Petrol,145.0,39.2,2.0
 Q2,2019,20996.0,Manual,6971.0,Petrol,145.0,44.1,1.0
 A8,2019,39496.0,Semi-Auto,5904.0,Diesel,145.0,50.4,3.0
 Q7,2016,32996.0,Automatic,23478.0,Diesel,200.0,47.9,3.0
 A5,2017,23896.0,Automatic,19408.0,Diesel,145.0,58.9,3.0
 RS5,2017,43996.0,Automatic,8966.0,Petrol,145.0,32.5,2.9
 A8,2018,36496.0,Semi-Auto,10961.0,Diesel,145.0,48.7,3.0
 Q7,2016,30996.0,Automatic,33747.0,Diesel,200.0,47.9,3.0
 A4,2019,24946.0,Automatic,11001.0,Diesel,145.0,47.1,2.0
 A1,2020,18496.0,Manual,5566.0,Petrol,145.0,48.7,1.0
 Q3,2016,17998.0,Manual,7102.0,Petrol,125.0,51.4,1.4
 Q7,2016,21998.0,Semi-Auto,64668.0,Diesel,165.0,48.7,3.0
 A1,2019,16996.0,Manual,11058.0,Petrol,145.0,51.4,1.0
 Q5,2019,34496.0,Automatic,6260.0,Diesel,145.0,38.2,2.0
 Q2,2019,18551.0,Manual,6274.0,Diesel,145.0,49.6,1.6
 Q3,2017,19496.0,Manual,17856.0,Petrol,145.0,49.6,1.4
 A3,2017,18896.0,Manual,12222.0,Diesel,125.0,57.6,2.0
 A1,2017,12756.0,Manual,15020.0,Petrol,0.0,67.3,1.0
 A3,2016,16498.0,Manual,30692.0,Petrol,30.0,60.1,1.4
 A5,2015,20998.0,Semi-Auto,28094.0,Petrol,260.0,36.7,3.0
 A6,2015,13498.0,Semi-Auto,51405.0,Diesel,20.0,67.3,2.0
 Q3,2015,13998.0,Manual,76861.0,Diesel,145.0,52.3,2.0
 A4,2017,13298.0,Manual,57464.0,Diesel,0.0,74.3,2.0
 Q5,2019,34991.0,Semi-Auto,6836.0,Diesel,145.0,38.2,2.0
 A5,2017,22698.0,Semi-Auto,25954.0,Diesel,145.0,62.8,2.0
 A5,2017,21998.0,Semi-Auto,11757.0,Petrol,145.0,53.3,2.0
 A3,2016,15498.0,Semi-Auto,47322.0,Diesel,30.0,61.4,2.0
 RS3,2016,24998.0,Semi-Auto,50661.0,Petrol,300.0,34.9,2.5
 Q3,2017,18998.0,Manual,13403.0,Diesel,150.0,56.5,2.0
 A3,2015,12298.0,Semi-Auto,49393.0,Diesel,30.0,62.8,2.0
 Q3,2016,17498.0,Manual,19268.0,Diesel,30.0,60.1,2.0
 Q3,2016,15998.0,Manual,45876.0,Diesel,30.0,60.1,2.0
 A1,2014,8298.0,Manual,51451.0,Petrol,125.0,52.3,1.4
 A1,2016,14998.0,Semi-Auto,15434.0,Petrol,30.0,70.6,1.4
 Q3,2016,12998.0,Manual,67643.0,Diesel,30.0,61.4,2.0
 A6,2014,13498.0,Manual,69410.0,Diesel,125.0,57.6,2.0
 A4,2019,18698.0,Semi-Auto,18075.0,Petrol,145.0,40.9,2.0
 Q5,2016,22498.0,Semi-Auto,27848.0,Diesel,200.0,47.1,2.0
 A6,2014,11498.0,Manual,55368.0,Diesel,125.0,57.6,2.0
 Q3,2017,17000.0,Semi-Auto,53000.0,Diesel,145.0,53.3,2.0
 A5,2016,16498.0,Semi-Auto,49429.0,Diesel,20.0,70.6,2.0
 Q2,2019,18998.0,Manual,6378.0,Petrol,145.0,47.1,1.0
 Q3,2014,12998.0,Manual,33071.0,Petrol,145.0,47.9,1.4
 A5,2016,14998.0,Semi-Auto,42852.0,Diesel,125.0,58.9,2.0
 Q5,2014,14498.0,Manual,73874.0,Diesel,200.0,47.9,2.0
 A6,2015,13998.0,Manual,54847.0,Diesel,30.0,64.2,2.0
 Q5,2019,30998.0,Semi-Auto,31.0,Petrol,145.0,33.2,2.0
 A3,2014,11995.0,Manual,24175.0,Petrol,20.0,60.1,1.4
 Q3,2015,17398.0,Automatic,24539.0,Diesel,160.0,51.4,2.0
 A5,2019,26498.0,Semi-Auto,270.0,Petrol,145.0,40.4,2.0
 A5,2015,15998.0,Manual,48853.0,Diesel,145.0,56.5,2.0
 A6,2014,16298.0,Semi-Auto,75125.0,Diesel,235.0,44.8,3.0
 A1,2014,8998.0,Manual,48330.0,Petrol,125.0,52.3,1.4
 A5,2017,22398.0,Semi-Auto,17616.0,Diesel,145.0,65.7,2.0
 Q3,2013,11798.0,Manual,40252.0,Diesel,160.0,50.4,2.0
 A1,2017,11295.0,Manual,26791.0,Petrol,145.0,67.3,1.0
 A4,2017,18698.0,Manual,20399.0,Petrol,145.0,51.4,1.4
 A4,2016,20698.0,Semi-Auto,30374.0,Diesel,145.0,56.5,2.0
 A3,2018,19998.0,Semi-Auto,22721.0,Petrol,145.0,56.5,1.5
 A4,2018,18498.0,Manual,14203.0,Petrol,145.0,52.3,1.4
 A5,2017,22498.0,Semi-Auto,24020.0,Diesel,145.0,70.6,2.0
 A3,2019,19998.0,Semi-Auto,9758.0,Petrol,150.0,44.8,1.0
 A4,2017,14498.0,Manual,15893.0,Petrol,145.0,51.4,1.4
 A7,2019,35998.0,Semi-Auto,76.0,Diesel,145.0,47.1,2.0
 RS6,2017,54998.0,Semi-Auto,8546.0,Petrol,145.0,29.4,4.0
 A1,2016,9619.0,Manual,58952.0,Diesel,0.0,76.3,1.6
 A3,2017,16991.0,Manual,31412.0,Petrol,125.0,49.6,2.0
 A1,2016,12991.0,Manual,21686.0,Petrol,30.0,55.4,1.4
 A3,2017,17498.0,Manual,20359.0,Petrol,30.0,60.1,1.4
 Q3,2015,17998.0,Manual,20897.0,Diesel,160.0,49.6,2.0
 A3,2016,17998.0,Semi-Auto,18487.0,Diesel,20.0,72.4,1.6
 A6,2016,22798.0,Semi-Auto,14987.0,Diesel,30.0,58.9,2.0
 Q3,2016,17998.0,Manual,9481.0,Petrol,125.0,51.4,1.4
 A4,2016,11698.0,Manual,72981.0,Diesel,0.0,74.3,2.0
 A3,2016,12998.0,Manual,32923.0,Diesel,20.0,72.4,1.6
 TT,2017,17998.0,Semi-Auto,29109.0,Petrol,160.0,43.5,2.0
 A3,2016,16698.0,Manual,14115.0,Petrol,30.0,58.9,1.4
 A6,2017,20498.0,Semi-Auto,12806.0,Diesel,145.0,64.2,2.0
 Q3,2015,15798.0,Manual,21691.0,Petrol,145.0,49.6,1.4
 Q3,2015,14998.0,Manual,28136.0,Diesel,145.0,56.5,2.0
 A4,2017,18698.0,Manual,23905.0,Petrol,145.0,51.4,1.4
 Q2,2018,18491.0,Manual,16800.0,Petrol,150.0,52.3,1.4
 A5,2014,12551.0,Manual,48500.0,Diesel,30.0,60.1,2.0
 A4,2016,17295.0,Semi-Auto,23264.0,Diesel,20.0,67.3,2.0
 Q3,2017,17530.0,Manual,19078.0,Diesel,30.0,61.4,2.0
 A3,2015,9270.0,Semi-Auto,43131.0,Diesel,20.0,72.4,1.6
 A1,2016,10510.0,Manual,31913.0,Petrol,0.0,67.3,1.0
 TT,2016,14053.0,Manual,42553.0,Petrol,145.0,47.1,1.8
 Q5,2015,18498.0,Manual,34175.0,Diesel,200.0,47.9,2.0
 Q3,2015,15698.0,Manual,24861.0,Diesel,125.0,60.1,2.0
 A5,2016,16498.0,Semi-Auto,21480.0,Diesel,125.0,58.9,2.0
 Q5,2019,34698.0,Semi-Auto,50.0,Petrol,145.0,32.1,2.0
 A5,2017,25498.0,Semi-Auto,31354.0,Petrol,145.0,38.2,3.0
 A1,2014,7956.0,Manual,47000.0,Diesel,0.0,74.3,1.6
 A6,2013,12998.0,Semi-Auto,59811.0,Diesel,150.0,56.5,2.0
 A3,2017,12498.0,Manual,37882.0,Diesel,0.0,74.3,1.6
 Q5,2015,22798.0,Semi-Auto,56960.0,Diesel,260.0,41.5,3.0
 Q2,2018,18351.0,Manual,10581.0,Petrol,145.0,52.3,1.4
 A4,2017,18298.0,Manual,18737.0,Petrol,145.0,51.4,1.4
 A5,2017,17298.0,Manual,26369.0,Diesel,145.0,68.9,2.0
 A5,2016,15995.0,Manual,54000.0,Diesel,145.0,54.3,2.0
 A5,2016,15995.0,Automatic,41100.0,Diesel,125.0,58.9,2.0
 TT,2015,14998.0,Manual,32874.0,Diesel,30.0,62.8,2.0
 A6,2016,13498.0,Manual,97729.0,Diesel,30.0,61.4,2.0
 TT,2016,16298.0,Manual,22697.0,Diesel,30.0,62.8,2.0
 A4,2013,8498.0,Manual,78268.0,Diesel,30.0,61.4,2.0
 A1,2017,10998.0,Manual,30813.0,Petrol,0.0,67.3,1.0
 A3,2015,13498.0,Semi-Auto,33507.0,Diesel,20.0,72.4,1.6
 A6,2019,28991.0,Semi-Auto,8766.0,Diesel,145.0,39.8,3.0
 A6,2016,18998.0,Manual,35000.0,Diesel,30.0,61.4,2.0
 Q3,2017,18998.0,Manual,21967.0,Diesel,145.0,56.5,2.0
 A3,2016,16998.0,Manual,20638.0,Petrol,125.0,49.6,2.0
 A1,2016,12798.0,Manual,19512.0,Petrol,0.0,67.3,1.0
 A6,2016,19998.0,Manual,26480.0,Diesel,30.0,61.4,2.0
 A4,2016,12998.0,Manual,68248.0,Diesel,20.0,72.4,2.0
 Q2,2019,22998.0,Semi-Auto,4842.0,Diesel,145.0,46.3,1.6
 A3,2016,13995.0,Manual,40050.0,Diesel,20.0,68.9,1.6
 A6,2014,12995.0,Semi-Auto,82500.0,Diesel,145.0,54.3,3.0
 A4,2017,14295.0,Manual,53000.0,Diesel,0.0,74.3,2.0
 A5,2013,10070.0,Manual,80242.0,Diesel,30.0,60.1,2.0
 A1,2015,9798.0,Manual,29554.0,Diesel,0.0,80.7,1.6
 A4,2019,18998.0,Manual,3601.0,Petrol,145.0,41.5,2.0
 A4,2016,16998.0,Manual,28753.0,Diesel,20.0,68.9,2.0
 A3,2015,18298.0,Semi-Auto,9545.0,Petrol,200.0,42.8,1.8
 A1,2015,10250.0,Manual,22319.0,Petrol,0.0,67.3,1.0
 Q7,2015,28127.0,Automatic,41633.0,Diesel,200.0,47.9,3.0
 Q2,2017,17060.0,Manual,19530.0,Petrol,145.0,52.3,1.4
 Q2,2019,20888.0,Manual,333.0,Petrol,145.0,47.1,1.0
 A1,2017,15495.0,Manual,15665.0,Diesel,150.0,72.4,1.6
 Q2,2019,18990.0,Manual,3657.0,Petrol,150.0,47.1,1.0
 A3,2017,13940.0,Semi-Auto,35000.0,Diesel,30.0,62.8,2.0
 A4,2019,29698.0,Automatic,1996.0,Petrol,145.0,39.2,2.0
 Q3,2015,14498.0,Manual,29850.0,Diesel,30.0,61.4,2.0
 A6,2016,14498.0,Semi-Auto,49458.0,Diesel,30.0,61.4,2.0
 A4,2018,23950.0,Semi-Auto,19288.0,Diesel,145.0,61.4,2.0
 A4,2018,23995.0,Semi-Auto,19300.0,Diesel,145.0,61.4,2.0
 A4,2016,14995.0,Manual,41100.0,Diesel,0.0,74.3,2.0
 Q3,2017,17954.0,Semi-Auto,21178.0,Petrol,150.0,47.9,1.4
 A3,2019,21995.0,Manual,5423.0,Diesel,145.0,55.4,2.0
 A1,2017,15995.0,Semi-Auto,23496.0,Diesel,150.0,70.6,1.6
 Q3,2019,27444.0,Manual,1786.0,Diesel,150.0,42.8,2.0
 A1,2020,25444.0,Semi-Auto,1500.0,Petrol,145.0,44.8,1.5
 A6,2019,38444.0,Automatic,2000.0,Petrol,145.0,34.0,2.0
 A4,2019,39990.0,Automatic,8000.0,Diesel,145.0,40.4,3.0
 Q3,2016,19498.0,Manual,10855.0,Diesel,160.0,49.6,2.0
 A5,2016,17498.0,Semi-Auto,32012.0,Diesel,150.0,56.5,2.0
 A3,2013,9698.0,Semi-Auto,45618.0,Diesel,30.0,62.8,2.0
 Q3,2016,16998.0,Manual,39882.0,Diesel,145.0,52.3,2.0
 A5,2018,25850.0,Automatic,6541.0,Diesel,145.0,65.7,2.0
 Q2,2019,20350.0,Manual,2970.0,Petrol,145.0,47.1,1.0
 A6,2015,15998.0,Semi-Auto,39549.0,Diesel,30.0,64.2,2.0
 A6,2016,18998.0,Semi-Auto,43565.0,Diesel,125.0,58.9,2.0
 A6,2016,18498.0,Manual,31300.0,Diesel,30.0,61.4,2.0
 A3,2015,13298.0,Manual,40321.0,Diesel,20.0,68.9,2.0
 TT,2015,15998.0,Manual,21725.0,Petrol,145.0,47.9,2.0
 A5,2016,17498.0,Semi-Auto,37978.0,Diesel,165.0,52.3,2.0
 A1,2019,18495.0,Manual,4636.0,Petrol,145.0,50.4,1.0
 TT,2019,26995.0,Automatic,6137.0,Petrol,145.0,40.4,2.0
 A6,2019,31500.0,Automatic,6001.0,Diesel,145.0,47.9,2.0
 Q3,2019,27888.0,Manual,2054.0,Diesel,145.0,42.8,2.0
 A1,2016,11990.0,Manual,14946.0,Petrol,30.0,57.6,1.4
 Q5,2019,50950.0,Automatic,4000.0,Diesel,145.0,34.5,3.0
 A5,2017,23850.0,Semi-Auto,31286.0,Diesel,125.0,60.1,3.0
 A4,2018,18450.0,Manual,15072.0,Petrol,145.0,52.3,1.4
 A1,2019,19990.0,Automatic,3826.0,Petrol,145.0,47.1,1.0
 A3,2018,20999.0,Automatic,3954.0,Petrol,145.0,56.5,1.5
 Q3,2016,19495.0,Semi-Auto,25204.0,Diesel,145.0,51.4,2.0
 Q2,2017,19995.0,Automatic,31952.0,Diesel,145.0,57.7,2.0
 Q3,2019,29444.0,Semi-Auto,6249.0,Diesel,145.0,38.7,2.0
 A1,2019,19990.0,Automatic,6262.0,Petrol,145.0,47.1,1.0
 A1,2017,22750.0,Manual,18365.0,Petrol,145.0,39.8,2.0
 Q2,2017,18850.0,Semi-Auto,21248.0,Diesel,145.0,68.9,1.6
 A1,2018,16990.0,Manual,8300.0,Petrol,145.0,70.6,1.4
 Q2,2019,19888.0,Manual,4519.0,Diesel,145.0,49.6,1.6
 A3,2016,15990.0,Semi-Auto,27730.0,Diesel,30.0,62.8,2.0
 A4,2020,33888.0,Semi-Auto,4235.0,Petrol,145.0,36.2,2.0
 Q2,2020,23888.0,Semi-Auto,500.0,Petrol,145.0,42.2,1.5
 Q2,2019,19190.0,Manual,4878.0,Petrol,145.0,47.1,1.0
 A5,2015,12990.0,Automatic,43811.0,Diesel,125.0,58.9,2.0
 Q3,2019,28490.0,Semi-Auto,14481.0,Petrol,145.0,31.7,2.0
 A3,2019,21490.0,Automatic,15961.0,Petrol,145.0,41.5,1.5
 A3,2016,16490.0,Semi-Auto,23194.0,Petrol,30.0,54.3,1.4
 A7,2016,19990.0,Semi-Auto,27386.0,Diesel,125.0,61.4,3.0
 RS3,2017,36990.0,Semi-Auto,17889.0,Petrol,145.0,34.0,2.5
 A1,2017,19250.0,Manual,27209.0,Petrol,145.0,39.8,2.0
 Q7,2016,32498.0,Semi-Auto,31022.0,Diesel,200.0,47.9,3.0
 A6,2014,14798.0,Semi-Auto,40700.0,Diesel,30.0,64.2,2.0
